"","event_type","xg","secondary_type","event_goalie_id","goal"
"71582","SHOT",0.000788899371400476,"wrist",8478872,0
"71591","SHOT",0.000387100299121812,"wrist",8478872,0
"71592","SHOT",0.0574257113039494,"backhand",8478872,0
"71596","SHOT",NA,"wrist",8479979,0
"71597","SHOT",NA,"snap",8479979,0
"71598","GOAL",NA,"snap",8478872,1
"71604","SHOT",0.000476028770208359,"slap",8477424,0
"71612","SHOT",0.454109460115433,"backhand",8477424,0
"71614","SHOT",0.00254365522414446,"wrist",8476434,0
"71620","SHOT",0.000340647849952802,"wrist",8476434,0
"71621","SHOT",0.00062817963771522,"slap",8476434,0
"71624","SHOT",0.15475931763649,"backhand",8476434,0
"71625","SHOT",0.000465354765765369,"wrist",8476434,0
"71632","SHOT",0.0118924248963594,"backhand",8476434,0
"71653","SHOT",0.185606524348259,"backhand",8476434,0
"71654","SHOT",0.00355464336462319,"wrist",8476434,0
"71658","SHOT",0.003414710983634,"slap",8476434,0
"71665","SHOT",0.00132275349460542,NA,8477424,0
"71673","SHOT",0.00216215313412249,"wrist",8477424,0
"71674","SHOT",0.000174197179148905,"wrist",8477424,0
"71693","SHOT",0.00312116113491356,"slap",8476434,0
"71696","SHOT",0.00322414212860167,"wrist",8476434,0
"71707","SHOT",0.0980853065848351,"tip-in",8476434,0
"71708","GOAL",0.00891743786633015,"bat",8476434,1
"71720","SHOT",0.147166386246681,"deflected",8477424,0
"71731","SHOT",0.000854437588714063,"snap",8476434,0
"71732","SHOT",0.201222524046898,"tip-in",8477424,0
"71739","SHOT",0.000522360438480973,"slap",8477424,0
"71742","SHOT",0.00112152798101306,"wrist",8476434,0
"71749","SHOT",0.000680284283589572,"wrist",8477424,0
"71759","SHOT",0.0114727923646569,"wrist",8476434,0
"71762","SHOT",0.00455397320911288,"wrist",8476434,0
"71763","SHOT",0.00777619332075119,"wrist",8476434,0
"71764","GOAL",0.00304790725931525,"slap",8476434,1
"71771","SHOT",0.000621024868451059,"wrist",8476434,0
"71783","GOAL",0.140966832637787,"deflected",8477424,1
"71785","SHOT",0.0395276881754398,"backhand",8476434,0
"71788","SHOT",0.000747378857340664,"wrist",8477424,0
"71793","SHOT",0.178821235895157,"backhand",8477424,0
"71796","SHOT",0.000652221962809563,"slap",8477424,0
"71807","SHOT",0.000402676552766934,"wrist",8476434,0
"71814","SHOT",0.000545728486031294,"wrist",8476434,0
"71820","GOAL",0.00270594214089215,"wrist",8477424,1
"71836","SHOT",0.000359663739800453,"snap",8477424,0
"71838","SHOT",0.0047054709866643,"wrist",8477424,0
"71840","SHOT",0.000582088599912822,"wrist",8477424,0
"71846","SHOT",0.00369068188592792,"wrist",8476434,0
"71848","SHOT",0.00286813755519688,"wrist",8476434,0
"71857","SHOT",0.00057465280406177,"slap",8476434,0
"71859","SHOT",0.000414285896113142,"wrist",8476434,0
"71863","GOAL",0.265245944261551,"deflected",8477424,1
"71865","SHOT",0.00454219430685043,"wrist",8477424,0
"71871","SHOT",0.00781083153560758,"backhand",8477424,0
"71884","SHOT",0.0203994512557983,"wrist",8476434,0
"71885","SHOT",0.0172493476420641,"wrist",8476434,0
"71886","SHOT",0.017438005656004,"wrist",8476434,0
"71896","SHOT",0.000825589057058096,"wrist",8476412,0
"71900","SHOT",0.000471366889541969,"wrist",8477992,0
"71905","SHOT",0.149895936250687,"tip-in",8476412,0
"71914","SHOT",0.181142270565033,"tip-in",8476412,0
"71918","SHOT",0.00533382408320904,"backhand",8477992,0
"71929","SHOT",0.00269233388826251,"slap",8476412,0
"71930","SHOT",0.0115051493048668,"wrist",8476412,0
"71933","SHOT",0.000708233681507409,"wrist",8477992,0
"71937","SHOT",0.044217549264431,"backhand",8476412,0
"71938","SHOT",0.00131929281633347,"snap",8476412,0
"71939","SHOT",0.0042105526663363,"snap",8477992,0
"71942","GOAL",0.00334321963600814,"wrist",8477992,1
"71963","SHOT",0.000696440343745053,"wrist",8477992,0
"71975","SHOT",0.0065658139064908,"tip-in",8476412,0
"71976","SHOT",0.114934206008911,"backhand",8477992,0
"71977","SHOT",0.000114662216219585,"wrist",8477992,0
"71984","SHOT",0.00992547068744898,"slap",8477992,0
"71985","SHOT",0.167911499738693,"backhand",8477992,0
"71991","SHOT",0.00221777567639947,"wrist",8477992,0
"71993","SHOT",0.000727190927136689,"wrist",8477992,0
"71995","SHOT",0.00144138897303492,"wrist",8476412,0
"71999","SHOT",0.00100655923597515,"slap",8476412,0
"72005","SHOT",0.000372498441720381,"wrist",8477992,0
"72008","SHOT",0.000840685039293021,"wrist",8477992,0
"72013","SHOT",0.000804339593742043,"wrist",8476412,0
"72020","SHOT",0.000474257423775271,"wrist",8476412,0
"72032","SHOT",0.115006916224957,"tip-in",8476412,0
"72040","SHOT",0.00727113382890821,"snap",8476412,0
"72048","SHOT",0.00223129452206194,"wrist",8476412,0
"72049","SHOT",0.000636361015494913,"wrist",8476412,0
"72053","SHOT",0.0694271922111511,"backhand",8476412,0
"72054","SHOT",0.00724102696403861,"snap",8476412,0
"72060","SHOT",0.00194258859846741,"wrist",8476412,0
"72063","SHOT",0.000176528206793591,"wrist",8476412,0
"72064","SHOT",0.139760047197342,"tip-in",8477992,0
"72065","SHOT",0.00250547402538359,"snap",8476412,0
"72067","SHOT",0.00373324519023299,"wrist",8477992,0
"72075","GOAL",0.121271058917046,"backhand",8477992,1
"72078","GOAL",0.00223609269596636,"snap",8477992,1
"72091","SHOT",0.191757023334503,"tip-in",8476412,0
"72097","SHOT",0.00114502513315529,"wrist",8476412,0
"72103","SHOT",0.000418374926084653,"wrist",8477992,0
"72104","SHOT",0.00044070286094211,"snap",8476412,0
"72105","SHOT",0.0981234908103943,"tip-in",8476412,0
"72109","SHOT",0.0013497710460797,"wrist",8476412,0
"72115","SHOT",0.000393662659917027,"wrist",8476412,0
"72123","SHOT",0.0021126763895154,"wrist",8476412,0
"72127","SHOT",0.000518443528562784,"wrist",8477992,0
"72130","SHOT",0.000156244786921889,"wrist",8477992,0
"72132","SHOT",0.00994004495441914,"backhand",8477992,0
"72138","SHOT",0.00888966210186481,"wrist",8477992,0
"72149","SHOT",0.00335081689991057,"snap",8477992,0
"72159","SHOT",0.000764091033488512,"wrist",8477992,0
"72163","SHOT",0.00184251368045807,"wrist",8477992,0
"72164","SHOT",0.00156472402159125,"wrist",8477992,0
"72169","GOAL",0.958070874214172,"wrist",NA,1
"72171","SHOT",0.000426299462560564,"wrist",8476412,0
"72182","GOAL",0.00501243630424142,"snap",8477992,1
"72186","SHOT",0.00212996080517769,"slap",8476412,0
"72197","SHOT",0.171552255749702,"tip-in",8481033,0
"72208","SHOT",0.000447833182988688,"wrist",8481033,0
"72224","SHOT",0.00169198180083185,"wrist",8481033,0
"72227","SHOT",0.00117136270273477,"wrist",8481033,0
"72228","SHOT",0.0045728744007647,"wrist",8481033,0
"72229","SHOT",0.00204444047994912,"wrist",8476945,0
"72236","SHOT",0.324265629053116,"deflected",8476945,0
"72239","SHOT",0.151961743831635,"tip-in",8481033,0
"72245","SHOT",0.109493166208267,"tip-in",8476945,0
"72257","SHOT",0.19809727370739,"tip-in",8476945,0
"72259","SHOT",0.00468164030462503,"wrist",8476945,0
"72262","SHOT",0.0014550470514223,"wrist",8481033,0
"72273","SHOT",0.000358064717147499,"wrist",8481033,0
"72276","SHOT",0.000625066633801907,"wrist",8481033,0
"72283","SHOT",0.00679144309833646,"wrist",8476945,0
"72284","SHOT",0.343816757202148,"tip-in",8476945,0
"72293","SHOT",0.000541100511327386,"wrist",8481033,0
"72296","SHOT",0.000560906657483429,"wrist",8481033,0
"72299","SHOT",0.000703980156686157,"wrist",8481033,0
"72310","SHOT",0.000449114828370512,"wrist",8481033,0
"72313","SHOT",0.00202475022524595,"wrist",8481033,0
"72314","GOAL",0.0186840929090977,"wrist",8481033,1
"72316","SHOT",0.00081289088120684,"wrist",8481033,0
"72319","SHOT",0.00139092339668423,"wrist",8476945,0
"72320","SHOT",0.00098994467407465,"wrist",8481033,0
"72326","SHOT",0.00484182639047503,"wrist",8476945,0
"72331","SHOT",0.000218831104575656,"wrist",8476945,0
"72335","SHOT",0.000787798431701958,"wrist",8476945,0
"72343","GOAL",0.0060380850918591,"wrist",8481033,1
"72349","GOAL",0.00481550069525838,"wrist",8476945,1
"72351","SHOT",0.000483216717839241,"wrist",8476945,0
"72356","SHOT",0.000883038272149861,"wrist",8476945,0
"72357","SHOT",0.0108602130785584,"wrist",8476945,0
"72358","GOAL",0.00830082129687071,"wrist",8476945,1
"72361","SHOT",0.00594285782426596,"wrist",8476945,0
"72364","GOAL",0.00401735957711935,"wrist",8481033,1
"72372","SHOT",0.00620506936684251,"wrist",8481033,0
"72373","SHOT",0.00630971370264888,"wrist",8481033,0
"72381","SHOT",0.00258049182593822,"snap",8476945,0
"72384","SHOT",0.00173904141411185,"wrist",8481033,0
"72386","SHOT",0.000340516649885103,"snap",8476945,0
"72392","SHOT",0.00155952689237893,"wrist",8476945,0
"72394","SHOT",0.00561231654137373,"wrist",8476945,0
"72397","SHOT",0.00227126269601285,"wrist",8476945,0
"72403","SHOT",0.000530886405613273,"wrist",8476945,0
"72404","SHOT",0.217399626970291,"tip-in",8476945,0
"72411","SHOT",0.00280775828287005,"wrist",8476945,0
"72414","SHOT",0.000980326673015952,"slap",8476945,0
"72417","SHOT",0.0196889266371727,"backhand",8481033,0
"72418","SHOT",0.011380379088223,"backhand",8476945,0
"72434","SHOT",0.00176519120577723,"slap",8481033,0
"72435","SHOT",0.00245702778920531,"wrist",8481033,0
"72438","GOAL",0.00542685622349381,"slap",8481033,1
"72442","SHOT",0.000179188151378185,"wrist",8481033,0
"72444","GOAL",0.00211699632927775,"snap",8481033,1
"72447","SHOT",0.00150267395656556,"wrist",8476945,0
"72455","GOAL",0.0153089193627238,"wrist",8476945,1
"72457","SHOT",0.00039548659697175,"wrist",8476945,0
"72458","SHOT",0.000619392783846706,"slap",8476945,0
"72460","SHOT",0.00250347866676748,"wrist",8476945,0
"72469","SHOT",0.00848751049488783,"wrist",8481033,0
"72474","SHOT",0.00171033409424126,"wrist",8481033,0
"72479","GOAL",0.883999109268188,"wrist",NA,1
"72481","SHOT",0.00209833774715662,"wrist",8476945,0
"72487","SHOT",0.00228666281327605,"slap",8476945,0
"72493","SHOT",0.00520148873329163,"slap",8478406,0
"72496","SHOT",0.000403089419705793,"wrist",8478406,0
"72498","SHOT",0.000149370360304601,"slap",8476932,0
"72499","SHOT",0.00073297816561535,"wrist",8476932,0
"72511","SHOT",0.000237327796639875,"wrist",8478406,0
"72517","SHOT",0.00843588169664145,"wrist",8476932,0
"72522","SHOT",0.00781141966581345,"wrist",8478406,0
"72526","GOAL",0.000708597246557474,"snap",NA,1
"72532","SHOT",0.0106767155230045,"wrist",8478406,0
"72541","SHOT",0.000300361396512017,"wrist",8476932,0
"72542","SHOT",0.000379949749913067,"slap",8476932,0
"72543","SHOT",0.270628809928894,"tip-in",8476932,0
"72544","GOAL",0.00578963151201606,"snap",8476932,1
"72548","SHOT",0.000716651207767427,"wrist",8476932,0
"72549","SHOT",0.0634695217013359,"backhand",8476932,0
"72557","SHOT",0.0052690883167088,"wrist",8478406,0
"72573","SHOT",0.000380027253413573,"wrist",8478406,0
"72590","SHOT",0.00049602601211518,"wrist",8478406,0
"72593","SHOT",0.00249098776839674,"wrist",8478406,0
"72613","SHOT",0.000333043397404253,"wrist",8476932,0
"72614","SHOT",0.00496434327214956,"wrist",8476932,0
"72620","SHOT",0.181009337306023,"tip-in",8478406,0
"72621","GOAL",0.0224620476365089,"wrist",8478406,1
"72623","SHOT",0.00133142969571054,"wrist",8478406,0
"72624","SHOT",0.0914864987134933,"backhand",8476932,0
"72625","SHOT",0.080765999853611,"tip-in",8478406,0
"72629","SHOT",0.00220391619950533,"wrist",8478406,0
"72630","SHOT",0.00327084749005735,"snap",8476932,0
"72633","SHOT",0.000556827173568308,"wrist",8476932,0
"72634","SHOT",0.0809484869241714,"backhand",8476932,0
"72641","SHOT",0.00199723546393216,"wrist",8478406,0
"72648","SHOT",0.000472240906674415,"wrist",8476932,0
"72667","SHOT",0.000394009752199054,"wrist",8476932,0
"72668","SHOT",0.159580379724503,"tip-in",8478406,0
"72673","SHOT",0.00531607680022717,"wrist",8478406,0
"72676","SHOT",0.141382232308388,"tip-in",8478406,0
"72679","SHOT",0.00135292671620846,"wrist",8476932,0
"72686","SHOT",0.000634562864433974,"wrist",8478406,0
"72687","GOAL",0.205392271280289,"tip-in",8476932,1
"72689","SHOT",0.000532678212039173,"wrist",8478406,0
"72694","GOAL",0.414570271968842,"backhand",8476932,1
"72696","SHOT",0.000418277428252622,"slap",8478406,0
"72703","SHOT",0.00170273950789124,"wrist",8478406,0
"72704","SHOT",0.00355601171031594,"wrist",8478406,0
"72705","GOAL",0.00692802062258124,"snap",8478406,1
"72707","GOAL",0.125339820981026,"tip-in",8478406,1
"72717","SHOT",0.000875415978953242,"wrist",8478406,0
"72721","SHOT",0.0573760308325291,"backhand",8478406,0
"72726","SHOT",0.0301257390528917,"deflected",8478406,0
"72734","SHOT",0.00238289684057236,"snap",8476932,0
"72735","GOAL",0.922949910163879,"wrist",NA,1
"72737","SHOT",0.0828910693526268,"tip-in",8478406,0
"72739","SHOT",0.00392110412940383,"wrist",8476932,0
"72754","GOAL",0.000654683215543628,"snap",8481611,1
"72756","SHOT",0.128393843770027,"tip-in",8479394,0
"72764","SHOT",0.00677733775228262,"snap",8479394,0
"72765","SHOT",0.000410755339544266,"wrist",8479394,0
"72769","SHOT",0.167864099144936,"tip-in",8479394,0
"72774","SHOT",0.221103519201279,"tip-in",8481611,0
"72786","SHOT",0.00270272209309042,"wrist",8479394,0
"72794","SHOT",0.165627881884575,"tip-in",8479394,0
"72799","SHOT",0.00266250618733466,"wrist",8479394,0
"72802","SHOT",0.000347962923115119,"wrist",8481611,0
"72807","SHOT",0.00357011216692626,"backhand",8481611,0
"72810","SHOT",0.0170489847660065,"backhand",8479394,0
"72816","SHOT",0.000443126366008073,"slap",8479394,0
"72819","SHOT",0.000939217861741781,"wrist",8481611,0
"72822","SHOT",0.000905938853975385,"wrist",8481611,0
"72824","SHOT",0.274016946554184,"tip-in",8481611,0
"72826","SHOT",0.00124702684115618,"wrist",8481611,0
"72830","SHOT",0.000875033612828702,"snap",8481611,0
"72835","GOAL",0.162700608372688,"tip-in",8481611,1
"72838","SHOT",0.0048182625323534,"snap",8481611,0
"72839","SHOT",0.00292674568481743,"wrist",8481611,0
"72843","SHOT",0.144022196531296,"tip-in",8479394,0
"72846","GOAL",0.00429657613858581,"snap",8481611,1
"72848","SHOT",0.000371721223928034,"wrist",8481611,0
"72862","SHOT",0.00128582702018321,"wrist",8479394,0
"72863","SHOT",0.000376659445464611,"wrist",8479394,0
"72865","SHOT",0.00334862153977156,"slap",8479394,0
"72874","SHOT",0.0036327491980046,"slap",8479394,0
"72880","SHOT",0.000668120104819536,"snap",8481611,0
"72884","SHOT",0.00110553507693112,"snap",8479394,0
"72890","SHOT",0.00160598731599748,"wrist",8481611,0
"72895","SHOT",0.00105035724118352,"snap",8481611,0
"72897","GOAL",0.00122968049254268,"snap",8479394,1
"72905","SHOT",0.0870655551552773,"backhand",8481611,0
"72906","SHOT",0.00452891364693642,"snap",8479394,0
"72913","SHOT",0.00264693470671773,"snap",8479394,0
"72916","SHOT",0.00039447916788049,"snap",8479394,0
"72918","SHOT",0.000370196677977219,"wrist",8481611,0
"72932","SHOT",0.000453395914519206,"wrist",8479394,0
"72942","SHOT",0.000909841095563024,"wrist",8479394,0
"72945","SHOT",0.00152284500654787,"wrist",8481611,0
"72964","SHOT",0.000944418366998434,"slap",8481611,0
"72971","SHOT",0.00191928865388036,"snap",8479394,0
"72974","SHOT",0.00064511934760958,"slap",8479394,0
"72977","SHOT",0.00105747533962131,"wrist",8479394,0
"72991","SHOT",0.22070087492466,"deflected",8481611,0
"72992","SHOT",0.0157637000083923,"wrist",8481611,0
"72998","SHOT",0.00106258364394307,"wrist",8479394,0
"72999","SHOT",0.00527806114405394,"snap",8479394,0
"73001","SHOT",0.00296326982788742,"wrist",8479394,0
"73006","SHOT",0.000405444880016148,"wrist",8481611,0
"73009","SHOT",0.000390690460335463,"wrist",8479394,0
"73014","SHOT",0.000153680462972261,"wrist",8479394,0
"73019","SHOT",0.00151743413880467,"snap",8479394,0
"73024","SHOT",0.00184570520650595,"slap",8479394,0
"73029","SHOT",0.0114985574036837,"wrist",8479394,0
"73046","SHOT",0.0032503989059478,"snap",8479973,0
"73054","SHOT",0.111354939639568,"tip-in",8478916,0
"73057","SHOT",0.000483233539853245,"snap",8479973,0
"73063","SHOT",0.000706026330590248,"snap",8479973,0
"73066","SHOT",0.00375992641784251,"slap",8479973,0
"73067","SHOT",0.000998943811282516,"wrist",8479973,0
"73069","SHOT",0.000997878843918443,"snap",8478916,0
"73075","SHOT",0.000879511935636401,"wrist",8478916,0
"73076","SHOT",0.000462458090623841,"slap",8478916,0
"73085","SHOT",0.265712797641754,"tip-in",8478916,0
"73098","SHOT",0.000457613146863878,"wrist",8479973,0
"73102","SHOT",0.000528131437022239,"wrist",8479973,0
"73104","SHOT",0.00168068881612271,"snap",8478916,0
"73105","SHOT",0.000518644694238901,"snap",8478916,0
"73108","SHOT",0.000795811414718628,"snap",8478916,0
"73116","SHOT",0.00542423129081726,"wrist",8479973,0
"73118","SHOT",0.000527482654433697,"snap",8479973,0
"73124","SHOT",0.00204632664099336,"snap",8479973,0
"73129","SHOT",0.00298770540393889,"wrist",8478916,0
"73151","SHOT",0.00417628651484847,"slap",8479973,0
"73154","SHOT",0.00221034302376211,"snap",8478916,0
"73155","SHOT",0.00275370827876031,"slap",8479973,0
"73162","SHOT",0.00202998798340559,"slap",8479973,0
"73170","SHOT",0.379975497722626,"tip-in",8478916,0
"73182","SHOT",0.00129248877055943,"snap",8479973,0
"73187","SHOT",0.00182235892862082,"snap",8478916,0
"73188","SHOT",0.000444863107986748,"slap",8478916,0
"73189","SHOT",0.000490939011797309,"snap",8479973,0
"73194","SHOT",0.000675996823702008,"slap",8479973,0
"73198","GOAL",0.317510694265366,"backhand",8478916,1
"73202","SHOT",0.00044006181997247,"slap",8478916,0
"73217","SHOT",0.000460218609077856,"snap",8479973,0
"73218","GOAL",0.00869979709386826,"slap",8479973,1
"73228","SHOT",0.0157922897487879,"backhand",8478916,0
"73232","GOAL",0.276612043380737,"tip-in",8479973,1
"73238","SHOT",0.121520571410656,"deflected",8479973,0
"73239","SHOT",0.0868666619062424,"backhand",8479973,0
"73248","SHOT",0.000805704272352159,"slap",8479973,0
"73255","SHOT",0.0147126456722617,"wrist",8479973,0
"73256","SHOT",0.00297118513844907,"snap",8479973,0
"73258","SHOT",0.00288002495653927,"snap",8478916,0
"73264","SHOT",0.000992306275293231,"snap",8478916,0
"73267","SHOT",0.00171339081134647,"wrist",8479973,0
"73268","GOAL",0.0179370976984501,"wrist",8479973,1
"73270","SHOT",0.00344507256522775,"snap",8479973,0
"73271","SHOT",0.000575274520087987,"snap",8479973,0
"73289","SHOT",0.00232480419799685,"snap",8479973,0
"73295","SHOT",0.19360089302063,"tip-in",8478916,0
"73307","SHOT",0.00301305809989572,"snap",8478916,0
"73310","SHOT",0.00464418856427073,"wrist",8478916,0
"73313","SHOT",0.00410196650773287,"snap",8478916,0
"73316","SHOT",0.00191094330511987,"snap",8478916,0
"73322","SHOT",0.00063857581699267,"snap",8478916,0
"73333","SHOT",0.000934263109229505,"snap",8478916,0
"73343","SHOT",0.00251779425889254,"slap",8479973,0
"73352","GOAL",0.138554483652115,"tip-in",8478916,1
"73363","SHOT",0.00143091275822371,"slap",8479973,0
"73365","SHOT",0.00752328429371119,"snap",8479973,0
"73370","SHOT",0.0012226210674271,"wrist",8479973,0
"73373","SHOT",0.000460278039099649,"snap",8479973,0
"73380","SHOT",0.104142725467682,"backhand",8478916,0
"73384","GOAL",0.0293612089008093,"slap",8478916,1
"73389","SHOT",NA,"slap",8479973,0
"73393","SHOT",NA,"backhand",8478916,0
"73396","SHOT",NA,"wrist",8478916,0
"73400","GOAL",NA,"slap",8478916,1
"73412","SHOT",0.00186158996075392,"wrist",8480843,0
"73421","SHOT",0.00943348649889231,"wrist",8480843,0
"73425","SHOT",0.000423449993832037,"wrist",8480843,0
"73426","SHOT",0.0712906792759895,"tip-in",8480843,0
"73429","SHOT",0.00322350161150098,"wrist",8480843,0
"73430","SHOT",0.00327586778439581,"slap",8480843,0
"73431","SHOT",0.232775524258614,"tip-in",8480843,0
"73435","SHOT",0.000973976100794971,"wrist",8480843,0
"73436","SHOT",0.0127175515517592,"wrist",8480843,0
"73437","GOAL",0.00759584130719304,"wrist",8480843,1
"73446","SHOT",0.058392021805048,"backhand",8480382,0
"73450","SHOT",0.000949780689552426,"wrist",8480843,0
"73451","SHOT",0.00333884544670582,"wrist",8480843,0
"73452","SHOT",0.172049388289452,"backhand",8480843,0
"73455","GOAL",0.185159876942635,"tip-in",8480843,1
"73466","SHOT",0.000349837733665481,"wrist",8480843,0
"73470","SHOT",0.00140884355641901,"wrist",8480382,0
"73476","SHOT",0.00465016579255462,"wrist",8480843,0
"73477","SHOT",0.00764121534302831,"wrist",8480843,0
"73482","GOAL",0.128404513001442,"tip-in",8480382,1
"73492","SHOT",0.00216414802707732,"snap",8480843,0
"73494","SHOT",0.00104938412550837,"wrist",8480382,0
"73498","SHOT",0.000622787629254162,"wrist",8480382,0
"73503","SHOT",0.00172941607888788,"wrist",8480843,0
"73511","SHOT",NA,"wrist",8480843,0
"73515","SHOT",0.00229012942872941,"wrist",8480382,0
"73518","SHOT",0.00217299978248775,"wrist",8480843,0
"73530","SHOT",0.00142457813490182,"wrist",8480843,0
"73538","SHOT",0.00351366307586432,"wrist",8480843,0
"73540","SHOT",0.00423263851553202,"wrist",8480843,0
"73541","SHOT",0.00407630857080221,"slap",8480843,0
"73554","GOAL",0.00141564488876611,"snap",8480843,1
"73559","SHOT",0.000866851129103452,"slap",8480382,0
"73560","SHOT",0.00820887461304665,"wrist",8480382,0
"73566","SHOT",0.000604864151682705,"wrist",8480382,0
"73570","SHOT",0.000909841095563024,"wrist",8480382,0
"73573","SHOT",0.00193099409807473,"wrist",8480843,0
"73574","SHOT",0.0884764492511749,"backhand",8480382,0
"73577","SHOT",0.00165045855101198,"slap",8480843,0
"73578","SHOT",0.225211024284363,"backhand",8480382,0
"73588","SHOT",0.168946981430054,"deflected",8480843,0
"73602","GOAL",0.00421012286096811,"wrist",8480843,1
"73611","SHOT",0.000702814781107008,"wrist",8480382,0
"73612","GOAL",0.198021322488785,"tip-in",8480843,1
"73618","SHOT",0.000576859922148287,"slap",8480843,0
"73625","SHOT",0.0075808921828866,"bat",8480382,0
"73631","SHOT",0.00200278335250914,"wrist",8480382,0
"73632","SHOT",0.0106596946716309,"wrist",8480382,0
"73634","GOAL",0.00609990302473307,"wrist",8480382,1
"73641","SHOT",0.0057668318040669,"wrist",8480843,0
"73642","SHOT",0.00278178742155433,"wrist",8480843,0
"73646","GOAL",0.00373482215218246,"wrist",8480843,1
"73648","GOAL",0.00309697794727981,"wrist",8480843,1
"73655","GOAL",0.0029659871943295,"wrist",8480843,1
"73661","SHOT",0.122234292328358,"tip-in",8480843,0
"73681","SHOT",0.00054194446420297,"wrist",8477967,0
"73684","SHOT",0.000753158354200423,"wrist",8477967,0
"73693","SHOT",0.00231112283654511,"snap",8477967,0
"73697","SHOT",0.0010115138720721,"wrist",8477967,0
"73702","SHOT",0.000568648509215564,"wrist",8478009,0
"73703","SHOT",0.000758987560402602,"wrist",8478009,0
"73707","SHOT",0.00527692213654518,"wrist",8478009,0
"73715","SHOT",0.000394331233110279,"wrist",8478009,0
"73724","SHOT",0.000701247190590948,"wrist",8477967,0
"73728","SHOT",0.00220879958942533,"wrist",8477967,0
"73732","GOAL",0.00376820517703891,"wrist",8477967,1
"73736","SHOT",0.000911665090825409,"slap",8477967,0
"73739","SHOT",0.0075135282240808,"wrist",8477967,0
"73740","SHOT",0.0372573919594288,"backhand",8477967,0
"73741","GOAL",0.0233222190290689,"wrist",8477967,1
"73751","SHOT",0.00175904238130897,"wrist",8477967,0
"73754","SHOT",0.00490353954955935,"backhand",8478009,0
"73755","SHOT",0.00638578459620476,"wrist",8478009,0
"73763","SHOT",0.000750990002416074,"slap",8478009,0
"73767","SHOT",0.123706482350826,"tip-in",8478009,0
"73768","SHOT",0.152243420481682,"backhand",8478009,0
"73774","SHOT",0.00128062046132982,"wrist",8477967,0
"73781","SHOT",0.00127758935559541,"wrist",8478009,0
"73784","SHOT",0.00196689460426569,"wrist",8478009,0
"73799","SHOT",0.000523309106938541,"slap",8478009,0
"73802","SHOT",0.0160476285964251,"backhand",8478009,0
"73803","SHOT",0.234665498137474,"backhand",8478009,0
"73816","SHOT",0.000667676795274019,"slap",8477967,0
"73820","SHOT",0.0135129699483514,"wrist",8477967,0
"73821","SHOT",0.000430776097346097,"slap",8477967,0
"73822","SHOT",0.000397525262087584,"slap",8478009,0
"73824","SHOT",0.000522577611263841,"wrist",8478009,0
"73827","SHOT",0.00101966504007578,"slap",8478009,0
"73829","SHOT",0.0180842280387878,"wrist",8478009,0
"73830","SHOT",0.0110042411834002,"wrist",8478009,0
"73844","GOAL",0.00158785015810281,"snap",8478009,1
"73849","SHOT",0.00127102306578308,"wrist",8478009,0
"73852","SHOT",0.000366225227480754,"slap",8478009,0
"73856","GOAL",0.00243125995621085,"snap",8477967,1
"73858","SHOT",0.00168815639335662,"wrist",8478009,0
"73862","SHOT",0.00095739564858377,"slap",8477967,0
"73869","GOAL",0.00673585245385766,"snap",8478009,1
"73875","SHOT",0.00254377978853881,"wrist",8477967,0
"73878","SHOT",0.000673355127219111,"wrist",8477967,0
"73882","SHOT",0.000442955730250105,"wrist",8478009,0
"73887","SHOT",0.00140235340222716,"wrist",8478009,0
"73888","SHOT",0.384327530860901,"backhand",8478009,0
"73899","SHOT",0.00437089242041111,"wrist",8478009,0
"73900","SHOT",0.000421168195316568,"wrist",8477967,0
"73902","SHOT",0.000879374099895358,"wrist",8477967,0
"73913","SHOT",0.0361660644412041,"backhand",8477967,0
"73915","SHOT",0.0890704914927483,"deflected",8478009,0
"73918","SHOT",0.0013331490335986,"wrist",8478009,0
"73925","SHOT",0.00483694160357118,"snap",8478009,0
"73928","SHOT",0.0305945631116629,"backhand",8478009,0
"73929","SHOT",0.00214245892129838,"wrist",8478009,0
"73945","SHOT",0.00106514687649906,"wrist",8478009,0
"73957","SHOT",0.00455961655825377,"snap",8478009,0
"73958","SHOT",0.000617585203144699,"wrist",8477967,0
"73959","SHOT",0.00447239074856043,"wrist",8478009,0
"73960","GOAL",0.00354271708056331,"slap",8478009,1
"73965","SHOT",0.000683152000419796,"wrist",8477967,0
"73968","SHOT",0.000331213901517913,"slap",8477967,0
"73975","SHOT",0.00140860339161009,"snap",8477967,0
"73985","SHOT",0.00617173779755831,"wrist",8477967,0
"73988","SHOT",0.00435297703370452,"wrist",8477967,0
"73994","SHOT",0.000605805427767336,"wrist",8477967,0
"73997","SHOT",0.238522469997406,"tip-in",8477967,0
"74002","SHOT",0.000942985177971423,"wrist",8477967,0
"74005","SHOT",0.00107177009340376,"wrist",8478009,0
"74008","SHOT",0.000773497275076807,"wrist",8477967,0
"74012","SHOT",0.387075036764145,"tip-in",8478009,0
"74013","SHOT",0.00551478657871485,"wrist",8478009,0
"74019","SHOT",NA,"slap",8478009,0
"74023","SHOT",NA,"wrist",8478009,0
"74026","GOAL",NA,"wrist",8478009,1
"74033","SHOT",0.000117075425805524,"wrist",8473503,0
"74037","SHOT",0.000916097254958004,"slap",8476914,0
"74043","SHOT",0.000334204349201173,"slap",8476914,0
