"","event_type","xg","secondary_type","event_goalie_id","goal","goalie_id_stan"
"34672","GOAL",-0.366512025155621,"wrist",8477970,1,40
"34676","SHOT",-0.3622102933019,"snap",8477480,0,35
"34678","SHOT",-0.38728362742996,"snap",8477480,0,35
"34679","SHOT",-0.369333525122787,"wrist",8477480,0,35
"34680","GOAL",-0.258177527436947,"wrist",8477480,1,35
"34692","SHOT",2.77264705215442,"tip-in",8477970,0,40
"34693","SHOT",-0.319531569749644,"wrist",8477970,0,40
"34698","SHOT",-0.3742194148576,"wrist",8477970,0,40
"34701","SHOT",-0.26383545808815,"wrist",8477970,0,40
"34705","SHOT",-0.385870128199376,"slap",8477970,0,40
"34706","SHOT",-0.341722252735021,"slap",8477480,0,35
"34707","SHOT",3.80427492463769,"tip-in",8477480,0,35
"34708","SHOT",-0.120409082283176,"snap",8477480,0,35
"34709","SHOT",-0.353377078611521,"slap",8477480,0,35
"34714","SHOT",-0.386795738537021,"wrist",8477480,0,35
"34717","SHOT",-0.388106573261805,"wrist",8477970,0,40
"34719","GOAL",-0.179375715630079,"wrist",8477970,1,40
"34732","SHOT",-0.34112253617773,"wrist",8477970,0,40
"34733","SHOT",-0.358706913347072,"wrist",8477970,0,40
"34736","SHOT",-0.360012801822739,"wrist",8477480,0,35
"34742","SHOT",-0.356261783454975,"slap",8477480,0,35
"34743","SHOT",-0.34896820868344,"slap",8477480,0,35
"34752","SHOT",-0.357087822029284,"slap",8477480,0,35
"34763","SHOT",-0.366705082438891,"wrist",8477970,0,40
"34779","SHOT",-0.309596000692377,"wrist",8477970,0,40
"34782","SHOT",-0.319261365866379,"slap",8477970,0,40
"34785","SHOT",-0.360388650024253,"wrist",8477970,0,40
"34788","SHOT",-0.31969553728761,"wrist",8477970,0,40
"34789","SHOT",-0.252969373081817,"wrist",8477970,0,40
"34791","SHOT",0.198918618457555,"wrap-around",8477970,0,40
"34793","SHOT",-0.289495115017029,"snap",8477970,0,40
"34797","SHOT",-0.371315956787363,"wrist",8477480,0,35
"34801","SHOT",-0.318391380405511,"slap",8477480,0,35
"34802","SHOT",-0.331808123270052,"snap",8477970,0,40
"34805","SHOT",-0.371171977862104,"wrist",8480045,0,65
"34819","SHOT",-0.384807984617708,"wrist",8480045,0,65
"34829","SHOT",-0.392103717571666,"wrist",8477970,0,40
"34833","GOAL",-0.381295919318067,"slap",8477970,1,40
"34838","SHOT",-0.0762123260883366,"backhand",8480045,0,65
"34848","SHOT",-0.276859533023142,"snap",8480045,0,65
"34851","SHOT",-0.248253306135157,"wrist",8480045,0,65
"34852","GOAL",1.48172463703025,"tip-in",8480045,1,65
"34857","SHOT",0.153859241207694,"backhand",8477970,0,40
"34861","SHOT",-0.375742012610499,"snap",8480045,0,65
"34862","SHOT",-0.373302958695438,"snap",8480045,0,65
"34869","SHOT",0.0222304245521876,"backhand",8480045,0,65
"34872","SHOT",-0.386503321661959,"wrist",8480045,0,65
"34873","SHOT",-0.382129415551038,"wrist",8480045,0,65
"34877","SHOT",-0.382476759190055,"snap",8480045,0,65
"34882","SHOT",-0.385662083734227,"wrist",8480045,0,65
"34888","SHOT",-0.382222250012325,"wrist",8480045,0,65
"34892","GOAL",-0.383132771359971,"wrist",8477970,1,40
"34896","SHOT",-0.391059437572087,"wrist",8480045,0,65
"34899","GOAL",2.5670536474345,"tip-in",8480045,1,65
"34905","SHOT",-0.37270731275188,"wrist",8480045,0,65
"34906","SHOT",1.23389469478829,"backhand",8480045,0,65
"34907","SHOT",0.65936120238472,"backhand",8480045,0,65
"34910","SHOT",-0.347430468042126,"wrist",8480045,0,65
"34918","SHOT",-0.353536994357423,"wrist",8477970,0,40
"34921","SHOT",-0.361319970171913,"wrist",8477970,0,40
"34932","SHOT",-0.347471581411937,"wrist",8475311,0,9
"34934","SHOT",-0.362634194935983,"snap",8470594,0,1
"34936","SHOT",-0.350953983760893,"wrist",8470594,0,1
"34937","GOAL",-0.36749834222073,"snap",8475311,1,9
"34942","SHOT",2.27764531011114,"backhand",8470594,0,1
"34952","SHOT",-0.374073940465169,"snap",8470594,0,1
"34961","SHOT",-0.308399216299972,"snap",8475311,0,9
"34964","SHOT",-0.338802385591349,"snap",8475311,0,9
"34965","SHOT",2.29283602609838,"tip-in",8475311,0,9
"34970","SHOT",-0.381191997182552,"snap",8470594,0,1
"34979","SHOT",-0.364560370342334,"wrist",8475311,0,9
"34984","SHOT",0.974023812103271,"backhand",8475311,0,9
"34985","SHOT",0.251292137430223,"wrist",8475311,0,9
"34986","GOAL",-0.340696345144246,"wrist",8470594,1,1
"34988","SHOT",-0.388274063874037,"wrist",8475311,0,9
"34993","SHOT",-0.24326631665968,"backhand",8475311,0,9
"34996","SHOT",2.35305529286343,"tip-in",8475311,0,9
"34997","SHOT",-0.282298290469507,"wrist",8475311,0,9
"35011","GOAL",-0.233491231420515,"wrist",8470594,1,1
"35023","SHOT",-0.381594582420717,"snap",8475311,0,9
"35027","SHOT",-0.392108805838833,"snap",8475311,0,9
"35034","SHOT",-0.388756215152222,"wrist",8475311,0,9
"35045","SHOT",-0.283356027213987,"wrist",8475311,0,9
"35048","SHOT",-0.29921658245378,"wrist",8475311,0,9
"35057","SHOT",-0.371863600630177,"wrist",8470594,0,1
"35060","SHOT",-0.389019648795517,"snap",8470594,0,1
"35061","SHOT",-0.385475052807228,"slap",8470594,0,1
"35062","SHOT",-0.387010960902384,"wrist",8475311,0,9
"35063","SHOT",-0.376893556554352,"slap",8470594,0,1
"35068","SHOT",-0.385199986944592,"snap",8470594,0,1
"35079","SHOT",-0.387432863589644,"snap",8475311,0,9
"35083","SHOT",-0.267028502938823,"wrist",8475311,0,9
"35092","SHOT",-0.322846223116182,"slap",8475311,0,9
"35115","SHOT",-0.385191536870644,"wrist",8470594,0,1
"35125","SHOT",-0.380567124608823,"snap",8470594,0,1
"35130","SHOT",-0.373060893207651,"wrist",8470594,0,1
"35140","SHOT",-0.384664851812033,"snap",8470594,0,1
"35146","SHOT",-0.36543801108939,"wrist",8470594,0,1
"35147","SHOT",-0.367365942044161,"wrist",8475311,0,9
"35150","SHOT",-0.34683721587268,"backhand",8475311,0,9
"35154","SHOT",-0.371465801229175,"slap",8470594,0,1
"35158","SHOT",1.35526076017736,"tip-in",8475311,0,9
"35160","SHOT",-0.370847853318657,"snap",8470594,0,1
"35165","SHOT",-0.35844825570234,"snap",8475311,0,9
"35166","SHOT",-0.363562021097413,"snap",8475311,0,9
"35167","SHOT",-0.153862101165831,"slap",8475311,0,9
"35168","SHOT",-0.369514748709303,"wrist",8475311,0,9
"35169","SHOT",2.25501944617863,"backhand",8475311,0,9
"35170","SHOT",-0.296931460704872,"wrist",8475311,0,9
"35175","SHOT",2.40345651991806,"tip-in",8475311,0,9
"35178","SHOT",-0.0419814452603223,"wrap-around",8470594,0,1
"35183","SHOT",-0.386087709262105,"slap",8475311,0,9
"35186","SHOT",-0.335336946699539,"snap",8470594,0,1
"35187","SHOT",2.09607509004633,"deflected",8470594,0,1
"35189","SHOT",-0.262734246709903,"snap",8470594,0,1
"35193","SHOT",-0.299486129289684,"wrist",8470594,0,1
"35194","SHOT",-0.0790883866524381,"wrist",8470594,0,1
"35195","SHOT",1.79233633074799,"tip-in",8470594,0,1
"35199","SHOT",-0.383953993298022,"wrist",8475311,0,9
"35203","SHOT",-0.385817713272731,"snap",8470594,0,1
"35204","SHOT",-0.384171788243355,"wrist",8470594,0,1
"35208","SHOT",-0.373869015263927,"wrist",8470594,0,1
"35209","SHOT",-0.366481549451038,"wrist",8470594,0,1
"35211","SHOT",-0.345983779792235,"wrist",8475311,0,9
"35219","SHOT",-0.336627230300366,"bat",8470594,0,1
"35221","SHOT",-0.380186874703304,"wrist",8475311,0,9
"35260","GOAL",-0.371428270820758,"wrist",8477831,1,37
"35262","SHOT",-0.388486086555634,"wrist",8477831,0,37
"35269","SHOT",-0.322323630915095,"wrist",8478872,0,52
"35285","SHOT",-0.363800597732152,"wrist",8477831,0,37
"35286","GOAL",-0.337774565034557,"snap",8478872,1,52
"35293","SHOT",-0.380952317769103,"wrist",8477831,0,37
"35294","GOAL",-0.291547881548405,"wrist",8477831,1,37
"35297","GOAL",1.888638448461,"deflected",8477831,1,37
"35299","GOAL",-0.321606580071912,"wrist",8475660,1,10
"35307","SHOT",-0.380648724244648,"slap",8478872,0,52
"35312","SHOT",-0.390089371521167,"wrist",8478872,0,52
"35314","SHOT",-0.320528269531917,"wrist",8478872,0,52
"35324","SHOT",-0.362471856327934,"slap",8478872,0,52
"35325","SHOT",-0.31716323569007,"snap",8478872,0,52
"35330","SHOT",-0.365566554534832,"slap",8478872,0,52
"35333","SHOT",-0.330302553994611,"snap",8478872,0,52
"35334","SHOT",-0.388179509796609,"slap",8478872,0,52
"35351","SHOT",-0.287390667604107,"wrist",8478872,0,52
"35354","SHOT",-0.382317934245436,"wrist",8478872,0,52
"35357","SHOT",-0.386428113693894,"wrist",8478872,0,52
"35367","SHOT",-0.379593443728001,"wrist",8478872,0,52
"35375","SHOT",1.94530790734645,"tip-in",8478872,0,52
"35376","SHOT",1.15571503839053,"backhand",8478872,0,52
"35377","SHOT",-0.290842732844409,"wrist",8478872,0,52
"35380","SHOT",-0.38770555064995,"wrist",8478872,0,52
"35387","SHOT",-0.359341545811819,"wrist",8478872,0,52
"35388","SHOT",-0.318788414962318,"slap",8475660,0,10
"35391","SHOT",3.52050624383578,"deflected",8478872,0,52
"35392","SHOT",-0.383158367119044,"wrist",8478872,0,52
"35394","SHOT",-0.36730332406174,"snap",8478872,0,52
"35397","SHOT",-0.383695268066387,"snap",8478872,0,52
"35398","SHOT",-0.38388014134567,"snap",8475660,0,10
"35403","SHOT",-0.271946009655798,"wrist",8475660,0,10
"35404","SHOT",-0.271911610488714,"backhand",8478872,0,52
"35407","SHOT",1.74983785034439,"backhand",8478872,0,52
"35412","SHOT",-0.386134052489367,"slap",8475660,0,10
"35416","SHOT",1.64874235311183,"tip-in",8475660,0,10
"35417","SHOT",-0.316505695542826,"wrist",8475660,0,10
"35422","SHOT",-0.38801400572601,"wrist",8478872,0,52
"35425","SHOT",-0.246321176237091,"backhand",8478872,0,52
"35427","SHOT",-0.376206782932694,"wrist",8475660,0,10
"35430","SHOT",-0.309699903150693,"wrist",8475660,0,10
"35434","SHOT",-0.344902912927349,"slap",8475660,0,10
"35439","SHOT",-0.358992006881747,"slap",8478872,0,52
"35446","SHOT",-0.271717658320626,"wrist",8478872,0,52
"35448","GOAL",-0.362732276365329,"slap",8478872,1,52
"35450","SHOT",-0.338021300007371,"snap",8478872,0,52
"35465","SHOT",-0.378739024643105,"wrist",8475660,0,10
"35477","SHOT",-0.35654393396501,"wrist",8478872,0,52
"35487","SHOT",-0.116208058337186,"wrist",8478872,0,52
"35490","GOAL",2.2172900345422,"tip-in",8478872,1,52
"35495","SHOT",-0.38744856000624,"wrist",8475660,0,10
"35502","SHOT",0.786041795359089,"tip-in",8478872,0,52
"35521","SHOT",-0.337939767958449,"backhand",8478872,0,52
"35528","SHOT",-0.288468902857424,"wrist",8475660,0,10
"35529","SHOT",-0.265412097986551,"wrist",8475660,0,10
"35532","SHOT",-0.33095822566342,"wrist",8475660,0,10
"35537","SHOT",-0.382588292979707,"wrist",8475660,0,10
"35540","SHOT",-0.37005224938347,"wrist",8475660,0,10
"35544","SHOT",-0.140773662966362,"poke",8475660,0,10
"35550","SHOT",-0.343438946385119,"wrist",8478872,0,52
"35564","SHOT",-0.384685874761017,"slap",8478872,0,52
"35566","GOAL",-0.386805725999131,"slap",8478872,1,52
"35583","SHOT",-0.366015509521702,"wrist",8476412,0,21
"35587","SHOT",-0.362877343525281,"slap",8476412,0,21
"35588","SHOT",-0.246652629254107,"wrist",8476412,0,21
"35591","SHOT",0.356303144153132,"wrist",8476412,0,21
"35593","SHOT",-0.386873120835646,"wrist",8476412,0,21
"35597","SHOT",1.96125532287862,"deflected",8476412,0,21
"35608","SHOT",-0.359582733525396,"wrist",8476412,0,21
"35615","SHOT",-0.388256815097496,"snap",8476412,0,21
"35621","SHOT",1.34071723584141,"backhand",8476412,0,21
"35622","SHOT",1.09726257198116,"deflected",8476412,0,21
"35624","GOAL",-0.372872401034696,"wrist",8476412,1,21
"35627","SHOT",-0.387586634060547,"slap",8476412,0,21
"35630","SHOT",-0.388397820626785,"wrist",8477967,0,38
"35633","SHOT",-0.38850651106109,"wrist",8476412,0,21
"35638","SHOT",-0.32329018864965,"backhand",8477967,0,38
"35639","SHOT",-0.340541877416051,"snap",8476412,0,21
"35651","SHOT",2.39865153256178,"tip-in",8476412,0,21
"35653","SHOT",-0.384021544268838,"wrist",8476412,0,21
"35657","SHOT",-0.364225892169757,"wrist",8476412,0,21
"35660","SHOT",-0.379330175629842,"wrist",8476412,0,21
"35663","SHOT",-0.377855179589451,"snap",8476412,0,21
"35671","SHOT",-0.385669081973054,"wrist",8477967,0,38
"35679","SHOT",-0.38505077388423,"wrist",8477967,0,38
"35680","SHOT",-0.385752598852548,"snap",8477967,0,38
"35687","SHOT",-0.373258382138491,"wrist",8477967,0,38
"35690","SHOT",-0.375014993126875,"wrist",8476412,0,21
"35695","SHOT",-0.236761013927641,"tip-in",8476412,0,21
"35696","SHOT",-0.388089664558606,"wrist",8476412,0,21
"35697","SHOT",-0.370196118800835,"wrist",8477967,0,38
"35701","SHOT",-0.388100857890842,"wrist",8476412,0,21
"35704","GOAL",-0.0775583971167183,"backhand",8476412,1,21
"35706","SHOT",2.62511998901099,"tip-in",8476412,0,21
"35707","SHOT",-0.255482989895008,"wrist",8476412,0,21
"35708","GOAL",-0.32194798461876,"wrist",8476412,1,21
"35719","GOAL",6.54745598243079,"backhand",8476412,1,21
"35723","SHOT",-0.267848949766314,"wrist",8477967,0,38
"35725","SHOT",-0.0475786400960257,"wrist",8477967,0,38
"35728","SHOT",-0.335334749697423,"wrist",8477967,0,38
"35735","SHOT",-0.317533872000272,"wrist",8477967,0,38
"35744","SHOT",-0.382898972007091,"wrist",8476412,0,21
"35751","SHOT",-0.333068593346841,"wrist",8477967,0,38
"35752","SHOT",-0.355645880262158,"slap",8477967,0,38
"35755","SHOT",-0.136704815047974,"wrist",8477967,0,38
"35761","SHOT",-0.386810231222317,"wrist",8476412,0,21
"35770","SHOT",-0.353067226026521,"wrist",8477967,0,38
"35773","SHOT",1.09115465970658,"tip-in",8477967,0,38
"35779","SHOT",-0.331785229276042,"wrist",8477967,0,38
"35783","SHOT",-0.380443736589686,"wrist",8476412,0,21
"35795","SHOT",-0.384583152079149,"wrist",8476412,0,21
"35796","SHOT",-0.391953145608175,"wrist",8477967,0,38
"35808","SHOT",1.37853578690324,"tip-in",8477967,0,38
"35813","SHOT",-0.364596542168445,"wrist",8477967,0,38
"35817","SHOT",-0.392196048553301,"wrist",8476412,0,21
"35819","SHOT",-0.384559757599844,"wrist",8476412,0,21
"35830","SHOT",-0.372971681917688,"slap",8477967,0,38
"35856","SHOT",-0.0479192370221591,"backhand",8480843,0,72
"35857","SHOT",-0.263451482347657,"wrist",8480843,0,72
"35859","SHOT",-0.336790198578803,"wrist",8481035,0,79
"35860","GOAL",-0.210310271975249,"wrist",8481035,1,79
"35864","SHOT",-0.392181052602236,"wrist",8481035,0,79
"35870","SHOT",-0.388172636465223,"wrist",8480843,0,72
"35873","SHOT",-0.357778799727421,"snap",8480843,0,72
"35876","SHOT",-0.388369343013496,"wrist",8480843,0,72
"35888","SHOT",-0.382586735914345,"slap",8480843,0,72
"35889","SHOT",-0.315956650341186,"wrist",8480843,0,72
"35890","SHOT",-0.364979378342421,"wrist",8480843,0,72
"35893","SHOT",-0.388506169704453,"wrist",8481035,0,79
"35900","SHOT",-0.392113329455923,"wrist",8480843,0,72
"35904","SHOT",0.859058592604208,"backhand",8480843,0,72
"35920","SHOT",-0.388179990604704,"wrist",8481035,0,79
"35925","SHOT",-0.285122902856337,"wrist",8481035,0,79
"35928","GOAL",-0.337689614286081,"snap",8481035,1,79
"35940","SHOT",-0.378227273723486,"wrist",8481035,0,79
"35945","SHOT",-0.314514362939771,"backhand",8480843,0,72
"35954","SHOT",-0.366441141038292,"wrist",8480843,0,72
"35956","SHOT",-0.384945410179959,"wrist",8481035,0,79
"35965","SHOT",-0.363902224479553,"wrist",8480843,0,72
"35974","SHOT",-0.219586165481346,"wrist",8480843,0,72
"35977","SHOT",-0.367280238428916,"slap",8480843,0,72
"35981","GOAL",-0.34404934338416,"poke",8481035,1,79
"35992","SHOT",-0.333663809814128,"wrist",8481035,0,79
"35999","GOAL",-0.0517898482761224,"poke",8481035,1,79
"36003","SHOT",-0.38821759972192,"snap",8480843,0,72
"36004","SHOT",-0.384894341858193,"wrist",8480843,0,72
"36009","SHOT",-0.386129217031439,"wrist",8480843,0,72
"36010","GOAL",1.67123549347727,"backhand",8480843,1,72
"36012","SHOT",-0.373850718890388,"wrist",8481035,0,79
"36015","GOAL",-0.36294383877156,"snap",8480843,1,72
"36029","SHOT",-0.292079042742168,"wrist",8481035,0,79
"36037","SHOT",4.05932406525871,"tip-in",8481035,0,79
"36050","SHOT",2.27674252703613,"tip-in",8481035,0,79
"36057","GOAL",-0.268787405037669,"wrist",8481035,1,79
"36061","GOAL",-0.256301903611989,"wrist",8481035,1,79
"36069","SHOT",-0.391831952666211,"wrist",8481035,0,79
"36070","SHOT",-0.386127922613915,"snap",8480843,0,72
"36080","SHOT",-0.365809054632072,"wrist",8481035,0,79
"36084","SHOT",-0.299571949257065,"snap",8481035,0,79
"36088","GOAL",-0.275432754677161,"wrist",8480843,1,72
"36101","GOAL",-0.219484610598499,"snap",8481035,1,79
"36103","SHOT",-0.386504125860553,"wrist",8481035,0,79
"36104","SHOT",-0.356591788914522,"wrist",8480843,0,72
"36109","SHOT",1.38559915554966,"tip-in",8480843,0,72
"36117","GOAL",-0.363489999124627,"wrist",8480843,1,72
"36121","SHOT",-0.385701480910018,"wrist",8480843,0,72
"36124","SHOT",0.659110210292541,"backhand",8480843,0,72
"36129","SHOT",-0.292919693776032,"wrist",8480843,0,72
"36134","SHOT",-0.378977977711228,"snap",8480843,0,72
"36137","SHOT",-0.380695149602831,"wrist",8480843,0,72
"36142","SHOT",-0.374599978742783,"snap",8481035,0,79
"36149","SHOT",-0.381743576465292,"wrist",8475683,0,11
"36152","SHOT",-0.388040104536969,"wrist",8475683,0,11
"36155","SHOT",-0.381587416497929,"slap",8475683,0,11
"36167","SHOT",1.40208655450527,"deflected",8475683,0,11
"36179","SHOT",-0.366232848469322,"snap",8478916,0,53
"36183","SHOT",-0.388066893333211,"wrist",8478916,0,53
"36189","SHOT",-0.354611461854776,"wrist",8475683,0,11
"36192","SHOT",-0.3872620398309,"wrist",8478916,0,53
"36193","SHOT",2.72240220237189,"backhand",8478916,0,53
"36196","SHOT",-0.385034438386411,"wrist",8478916,0,53
"36199","SHOT",-0.388066463001411,"wrist",8478916,0,53
"36206","SHOT",-0.365940953467816,"wrist",8475683,0,11
"36210","SHOT",-0.388098592446293,"wrist",8478916,0,53
"36211","SHOT",-0.380878718198225,"wrist",8478916,0,53
"36214","SHOT",-0.388923695498089,"slap",8475683,0,11
"36215","SHOT",-0.380842634491746,"wrist",8478916,0,53
"36216","SHOT",-0.352979955079549,"wrist",8478916,0,53
"36220","SHOT",-0.31094825891675,"wrist",8475683,0,11
"36221","SHOT",2.83731825282671,"backhand",8475683,0,11
"36227","SHOT",-0.35934559075964,"slap",8475683,0,11
"36230","SHOT",-0.362609107361979,"wrist",8478916,0,53
"36235","SHOT",-0.355416991653883,"wrist",8478916,0,53
"36240","SHOT",-0.374728179976057,"wrist",8475683,0,11
"36241","SHOT",-0.325207555514807,"wrist",8475683,0,11
"36244","SHOT",-0.385291337916132,"slap",8478916,0,53
"36247","SHOT",-0.379081957167282,"wrist",8478916,0,53
"36255","SHOT",0.765130167993321,"deflected",8475683,0,11
"36262","SHOT",-0.277634657271161,"backhand",8478916,0,53
"36281","SHOT",-0.376819915918014,"wrist",8475683,0,11
"36283","SHOT",-0.334710130360699,"wrist",8478916,0,53
"36290","SHOT",-0.381656779482172,"wrist",8478916,0,53
"36293","SHOT",-0.380709633732823,"wrist",8478916,0,53
"36299","SHOT",0.942256667242905,"deflected",8478916,0,53
"36304","GOAL",2.37527838676321,"tip-in",8475683,1,11
"36312","GOAL",-0.366378550432845,"slap",8478916,1,53
"36316","GOAL",-0.349142271480349,"slap",8478916,1,53
"36325","SHOT",-0.388043785028831,"wrist",8478916,0,53
"36330","SHOT",-0.379928317155631,"snap",8478916,0,53
"36333","SHOT",-0.310808088812916,"wrist",8475683,0,11
"36336","SHOT",-0.35407149211982,"wrist",8478916,0,53
"36345","SHOT",-0.38732981281186,"wrist",8478916,0,53
"36350","SHOT",-0.34342583623698,"wrist",8478916,0,53
"36351","SHOT",-0.379275892224762,"wrist",8478916,0,53
"36367","SHOT",-0.316729871889554,"wrist",8475683,0,11
"36379","SHOT",-0.388247252406239,"wrist",8475683,0,11
"36380","SHOT",2.65860925500643,"backhand",8475683,0,11
"36383","SHOT",-0.384861461257603,"slap",8475683,0,11
"36384","SHOT",-0.386353383967332,"slap",8475683,0,11
"36392","SHOT",-0.388741645896953,"wrist",8478916,0,53
"36398","SHOT",-0.375579234259815,"wrist",8478916,0,53
"36402","SHOT",-0.376690749646428,"wrist",8475683,0,11
"36403","SHOT",-0.303593503453898,"wrist",8475683,0,11
"36406","SHOT",-0.386787542983373,"wrist",8475683,0,11
"36408","SHOT",-0.38780605066379,"wrist",8478916,0,53
"36417","SHOT",-0.375050266646046,"wrist",8478916,0,53
"36418","SHOT",-0.381429567713518,"wrist",8475683,0,11
"36422","GOAL",0.879105436134056,"backhand",8478916,1,53
"36425","SHOT",-0.383094429053187,"wrist",8478916,0,53
"36428","SHOT",-0.381155575541558,"slap",8478916,0,53
"36433","SHOT",-0.327796335808482,"wrist",8478916,0,53
"36440","SHOT",-0.366975154570472,"wrist",8475683,0,11
"36442","SHOT",-0.392198769888623,"slap",8475683,0,11
"36443","SHOT",-0.384275218448879,"wrist",8478916,0,53
"36444","SHOT",-0.387039658814756,"wrist",8475683,0,11
"36447","SHOT",-0.380191866723298,"slap",8475683,0,11
"36448","SHOT",-0.379735125554085,"slap",8478916,0,53
"36453","SHOT",2.41161661011908,"tip-in",8475683,0,11
"36454","SHOT",-0.374855091069459,"wrist",8475683,0,11
"36459","SHOT",-0.362779570086886,"slap",8475683,0,11
"36470","SHOT",-0.375274800604489,"wrist",8478024,0,44
"36478","SHOT",-0.245230765074852,"wrist",8478024,0,44
"36484","SHOT",-0.297451267298915,"wrist",8480280,0,69
"36488","SHOT",-0.326456157673625,"wrist",8480280,0,69
"36489","SHOT",1.98025319029548,"tip-in",8480280,0,69
"36500","SHOT",-0.327555986514716,"wrist",8480280,0,69
"36501","SHOT",-0.373821668499484,"wrist",8478024,0,44
"36518","SHOT",-0.274449291661529,"wrist",8478024,0,44
"36521","SHOT",-0.346854552341089,"wrist",8478024,0,44
"36522","GOAL",-0.237659553571771,"poke",8478024,1,44
"36528","SHOT",1.93508074614544,"tip-in",8478024,0,44
"36532","SHOT",-0.386431783919391,"wrist",8478024,0,44
"36539","SHOT",-0.371908411602459,"wrist",8478024,0,44
"36542","SHOT",-0.388721466500963,"wrist",8480280,0,69
"36546","SHOT",-0.272711305570364,"snap",8480280,0,69
"36557","SHOT",-0.268504149182332,"wrist",8478024,0,44
"36558","SHOT",-0.145559924472834,"wrist",8478024,0,44
"36559","SHOT",-0.13274013651339,"wrist",8478024,0,44
"36560","SHOT",-0.0199156594497405,"wrist",8478024,0,44
"36563","SHOT",-0.365910583849005,"wrist",8480280,0,69
"36564","SHOT",-0.379535713390863,"wrist",8480280,0,69
"36566","SHOT",-0.386992117417143,"wrist",8478024,0,44
"36596","SHOT",-0.203559630496041,"wrist",8480280,0,69
"36597","SHOT",2.97296173837024,"tip-in",8478024,0,44
"36599","SHOT",-0.354206347668692,"snap",8478024,0,44
"36600","SHOT",-0.365293623220591,"slap",8478024,0,44
"36604","SHOT",-0.363636654149037,"snap",8480280,0,69
"36609","SHOT",-0.348704014045837,"wrist",8478024,0,44
"36613","SHOT",-0.094804357251435,"backhand",8478024,0,44
"36614","SHOT",-0.367079717498271,"slap",8480280,0,69
"36625","SHOT",-0.380993108603946,"snap",8480280,0,69
"36638","SHOT",-0.377304905846129,"wrist",8478024,0,44
"36642","SHOT",-0.383389615280214,"wrist",8480280,0,69
"36649","SHOT",-0.317531161679905,"wrist",8480280,0,69
"36650","SHOT",-0.370570026659359,"wrist",8478024,0,44
"36655","SHOT",-0.372295960037981,"snap",8478024,0,44
"36660","SHOT",0.761765537961833,"backhand",8480280,0,69
"36662","SHOT",-0.375682703819739,"wrist",8478024,0,44
"36668","SHOT",2.09592703537415,"tip-in",8480280,0,69
"36669","SHOT",-0.385157130003787,"wrist",8480280,0,69
"36679","SHOT",1.6240761381054,"tip-in",8480280,0,69
"36685","SHOT",-0.383428417862364,"wrist",8478024,0,44
"36690","SHOT",-0.387587336451021,"wrist",8480280,0,69
"36695","GOAL",-0.355011891156286,"wrist",8480280,1,69
"36714","SHOT",-0.332881259562073,"wrist",8478024,0,44
"36722","SHOT",-0.369725554826644,"slap",8480280,0,69
"36728","SHOT",-0.386906308143891,"wrist",8478024,0,44
"36734","SHOT",-0.383878089783726,"wrist",8480280,0,69
"36737","SHOT",-0.390571648134558,"wrist",8480280,0,69
"36738","SHOT",-0.391979187098596,"wrist",8478024,0,44
"36747","SHOT",-0.386422032583676,"wrist",8478024,0,44
"36750","SHOT",-0.373873366491638,"wrist",8480280,0,69
"36756","SHOT",-0.388994452141385,"wrist",8473575,0,4
"36767","SHOT",-0.361368194710567,"wrist",8477484,0,36
"36772","SHOT",-0.320200888839696,"snap",8473575,0,4
"36777","SHOT",-0.371957662777614,"snap",8477484,0,36
"36780","SHOT",-0.355405698652353,"snap",8477484,0,36
"36783","SHOT",-0.388457611936701,"snap",8473575,0,4
"36786","SHOT",-0.325310445025107,"snap",8477484,0,36
"36787","SHOT",-0.384451025672313,"wrist",8473575,0,4
"36791","SHOT",-0.384815265181573,"wrist",8477484,0,36
"36792","SHOT",-0.359149653760979,"wrist",8477484,0,36
"36794","SHOT",-0.379379118814047,"wrist",8477484,0,36
"36796","SHOT",-0.320122159508426,"snap",8473575,0,4
"36797","SHOT",-0.364370292015982,"snap",8473575,0,4
"36798","SHOT",-0.1582720114189,"snap",8473575,0,4
"36807","SHOT",-0.367764543932696,"slap",8477484,0,36
"36808","SHOT",-0.277574359487236,"snap",8477484,0,36
"36812","SHOT",4.86491319026734,"deflected",8477484,0,36
"36815","SHOT",-0.371693966058715,"slap",8477484,0,36
"36824","SHOT",-0.382406928230672,"wrist",8473575,0,4
"36828","SHOT",-0.313506773966326,"backhand",8473575,0,4
"36830","SHOT",-0.365506068534214,"wrist",8477484,0,36
"36833","SHOT",-0.388001876015731,"wrist",8477484,0,36
"36834","GOAL",-0.162920265602436,"snap",8477484,1,36
"36843","SHOT",-0.371443844896504,"snap",8473575,0,4
"36858","SHOT",-0.390963159600864,"wrist",8473575,0,4
"36862","SHOT",1.84216132726639,"backhand",8473575,0,4
"36863","SHOT",-0.306975189339818,"wrist",8473575,0,4
"36872","SHOT",2.31230477745781,"deflected",8477484,0,36
"36879","SHOT",-0.348991273783533,"snap",8473575,0,4
"36883","SHOT",1.02018774072214,"backhand",8473575,0,4
"36901","SHOT",-0.343092791933385,"slap",8477484,0,36
"36904","SHOT",-0.338608029612903,"wrist",8477484,0,36
"36905","SHOT",-0.354268438644375,"slap",8477484,0,36
"36911","SHOT",-0.385269691285473,"wrist",8473575,0,4
"36914","SHOT",-0.311047801592051,"snap",8477484,0,36
"36916","SHOT",-0.38018864308468,"slap",8477484,0,36
