"","event_type","xg","secondary_type","event_goalie_id","goal","goalie_id_stan"
"165998","SHOT",-0.333689325153342,"snap",8479193,0,56
"166002","SHOT",-0.324811752921803,"snap",8479394,0,60
"166009","SHOT",-0.388330617856849,"wrist",8479394,0,60
"166011","SHOT",-0.341201987576673,"wrist",8479394,0,60
"166019","SHOT",-0.388862660246943,"wrist",8479193,0,56
"166020","SHOT",-0.388750617416691,"wrist",8479394,0,60
"166026","SHOT",-0.368365786756254,"slap",8475660,0,10
"166028","SHOT",-0.382870735225615,"wrist",8475660,0,10
"166031","SHOT",-0.384437419316531,"slap",8480313,0,70
"166043","SHOT",-0.384240575455627,"wrist",8480313,0,70
"166061","SHOT",-0.387307410747841,"wrist",8475660,0,10
"166070","GOAL",-0.371701977245558,"wrist",8475660,1,10
"166086","SHOT",-0.38969876157004,"wrist",8475660,0,10
"166087","SHOT",-0.33882423926037,"wrist",8480313,0,70
"166088","SHOT",2.64772679857,"backhand",8480313,0,70
"166091","SHOT",-0.384144070768843,"snap",8480313,0,70
"166092","SHOT",1.28400298822746,"tip-in",8480313,0,70
"166094","SHOT",-0.379904079978864,"wrist",8475660,0,10
"166098","SHOT",2.65196541110047,"backhand",8475660,0,10
"166101","SHOT",-0.3913957251915,"wrist",8480313,0,70
"166112","SHOT",-0.335677659977809,"wrist",8475660,0,10
"166127","SHOT",-0.38411659540944,"wrist",8475660,0,10
"166139","SHOT",-0.389207216567855,"wrist",8475660,0,10
"166142","SHOT",-0.388686275540476,"wrist",8480313,0,70
"166149","GOAL",-0.299242351029998,"wrist",8475660,1,10
"166155","SHOT",-0.385760100143261,"wrist",8480313,0,70
"166161","SHOT",-0.355120588007069,"snap",8480313,0,70
"166162","SHOT",-0.315800950649188,"poke",8480313,0,70
"166168","SHOT",-0.328945621152029,"wrist",8475660,0,10
"166171","SHOT",-0.343617752242671,"wrist",8480313,0,70
"166174","SHOT",2.75631789210509,"tip-in",8475660,0,10
"166175","SHOT",-0.38939738386937,"wrist",8475660,0,10
"166176","SHOT",-0.385517298899314,"wrist",8475660,0,10
"166191","SHOT",-0.386756784953752,"wrist",8480313,0,70
"166197","SHOT",-0.388469913608595,"wrist",8475660,0,10
"166205","SHOT",-0.387553010859554,"slap",8475660,0,10
"166214","SHOT",-0.387737417446994,"wrist",8475660,0,10
"166220","GOAL",2.93926046509275,"tip-in",8480313,1,70
"166223","SHOT",-0.361661179657827,"wrist",8480313,0,70
"166224","SHOT",-0.387754649540691,"wrist",8480313,0,70
"166227","SHOT",-0.383959820315705,"slap",8480313,0,70
"166229","GOAL",-0.347618034531167,"snap",8475660,1,10
"166235","SHOT",-0.387058909104712,"wrist",8480313,0,70
"166236","SHOT",-0.391900602138085,"wrist",8475660,0,10
"166244","SHOT",-0.367248499961435,"snap",8475660,0,10
"166250","SHOT",-0.38129073822585,"wrist",8475660,0,10
"166253","SHOT",-0.380206468060958,"wrist",8480313,0,70
"166254","SHOT",-0.345735443266478,"wrist",8480313,0,70
"166260","SHOT",-0.388339117979326,"slap",8480313,0,70
"166263","SHOT",-0.387523434745207,"slap",8480313,0,70
"166268","SHOT",-0.386971024314665,"wrist",8480313,0,70
"166271","SHOT",-0.108509297515013,"backhand",8475660,0,10
"166272","SHOT",2.2477332289687,"deflected",8475660,0,10
"166275","SHOT",0.730457450191522,"backhand",8480313,0,70
"166280","SHOT",-0.384319842059999,"wrist",8480313,0,70
"166281","SHOT",-0.388602233365305,"wrist",8475660,0,10
"166282","SHOT",1.38419340271925,"tip-in",8475660,0,10
"166288","SHOT",-0.383767254106895,"wrist",8475660,0,10
"166291","SHOT",-0.370311685560883,"wrist",8475660,0,10
"166292","SHOT",-0.388545264022475,"snap",8475660,0,10
"166301","SHOT",0.22607597378202,"backhand",8480313,0,70
"166302","SHOT",-0.389111459614658,"wrist",8475660,0,10
"166304","SHOT",-0.377792452099136,"slap",8480313,0,70
"166321","SHOT",-0.372204690341831,"wrist",8480313,0,70
"166326","SHOT",-0.387057967593486,"slap",8480313,0,70
"166332","SHOT",1.16600669974087,"tip-in",8480313,0,70
"166339","SHOT",-0.383685571484619,"snap",8475660,0,10
"166346","SHOT",-0.345406844298939,"wrist",8480313,0,70
"166351","SHOT",-0.383257611214229,"wrist",8475660,0,10
"166354","GOAL",-0.336971358856068,"snap",8480313,1,70
"166360","SHOT",-0.34403419022938,"slap",8480313,0,70
"166361","SHOT",-0.281926182646985,"wrist",8480313,0,70
"166370","SHOT",3.72998082732139,"tip-in",8480992,0,75
"166372","GOAL",-0.373950987055485,"wrist",8480992,1,75
"166374","SHOT",-0.388853654078223,"wrist",8479973,0,63
"166377","SHOT",-0.382764023205403,"wrist",8480992,0,75
"166390","SHOT",-0.304650747412857,"wrist",8479973,0,63
"166392","SHOT",-0.387580188494371,"slap",8480992,0,75
"166405","SHOT",-0.380776177744336,"slap",8480992,0,75
"166410","GOAL",-0.293040658933022,"wrist",8480992,1,75
"166413","SHOT",-0.248396213936332,"tip-in",8480992,0,75
"166417","SHOT",-0.381118143519139,"slap",8479973,0,63
"166418","SHOT",-0.368675692384139,"wrist",8480992,0,75
"166421","SHOT",-0.385474601942697,"snap",8480992,0,75
"166424","SHOT",1.58813061005605,"tip-in",8479973,0,63
"166428","SHOT",-0.363492018176416,"slap",8479973,0,63
"166430","SHOT",-0.256980811486976,"backhand",8480992,0,75
"166431","GOAL",-0.385810383943633,"slap",8480992,1,75
"166440","GOAL",-0.3295853252011,"wrist",8480992,1,75
"166444","SHOT",-0.377941264771262,"wrist",8479973,0,63
"166453","SHOT",-0.376399359407869,"wrist",8479973,0,63
"166459","SHOT",-0.365858779771079,"wrist",8479973,0,63
"166463","SHOT",7.5373263049187,"deflected",8479973,0,63
"166467","SHOT",3.30638502140806,"tip-in",8479973,0,63
"166469","SHOT",-0.388124480369004,"wrist",8479973,0,63
"166475","SHOT",-0.360126536036629,"slap",8478039,0,45
"166482","SHOT",-0.339984478815401,"wrist",8479973,0,63
"166483","SHOT",0.700530475975554,"tip-in",8478039,0,45
"166486","SHOT",-0.350919765966259,"snap",8479973,0,63
"166492","SHOT",-0.34860235649934,"wrist",8479973,0,63
"166494","GOAL",1.50781489268533,"tip-in",8478039,1,45
"166496","SHOT",-0.387895325263003,"wrist",8479973,0,63
"166499","SHOT",-0.317542988532416,"wrist",8478039,0,45
"166501","SHOT",-0.375490281340039,"wrist",8478039,0,45
"166505","SHOT",-0.370040994025279,"slap",8479973,0,63
"166506","SHOT",-0.35425985254109,"wrist",8478039,0,45
"166507","SHOT",-0.271503091291563,"tip-in",8479973,0,63
"166520","SHOT",1.67176310250874,"tip-in",8478039,0,45
"166521","SHOT",-0.332546432333085,"bat",8478039,0,45
"166525","SHOT",-0.370384616106973,"slap",8478039,0,45
"166528","SHOT",2.71971246948878,"tip-in",8479973,0,63
"166531","SHOT",-0.230629393194097,"backhand",8479973,0,63
"166537","SHOT",-0.296275576864518,"backhand",8478039,0,45
"166547","SHOT",-0.293336768277372,"backhand",8478039,0,45
"166567","SHOT",-0.375191480496992,"slap",8479973,0,63
"166577","SHOT",-0.381321786280283,"wrist",8478039,0,45
"166580","SHOT",-0.363572270351831,"snap",8479973,0,63
"166585","SHOT",-0.376802889151617,"wrist",8478039,0,45
"166589","SHOT",-0.367333941784372,"wrist",8478039,0,45
"166599","SHOT",-0.376367105911076,"wrist",8478039,0,45
"166602","SHOT",-0.378670121934227,"wrist",8478039,0,45
"166622","SHOT",1.12200642808416,"deflected",8478039,0,45
"166624","SHOT",-0.295016386661236,"wrist",8479973,0,63
